,header,title,favorite,price,category,creator
1016,푸드/키친・진진의 소소한 작업실,라탄 컵홀더 + 유리컵,68,"18,000원",푸드/키친,진진의 소소한 작업실
1017,EASY DIY・스티쳐,DIY 미니 크로스 노트백 가죽공예 가방 만들기 키트(리얼레더),75,"61,500원",EASY DIY,스티쳐
1018,EASY DIY・클래스101,DIY 새콤달콤 과일 복숭아 만년필 입문용 캘리그라피 세트,71,"37,400원",EASY DIY,클래스101
1019,악기/음악・클래스101,보이콜드가 엄선한 104개의 샘플팩 파일 (목걸이형 USB),68,"43,900원",악기/음악,클래스101
1020,부업/창업/재테크・김태현 작가,이번 달 월급부터 시작! 연 10% 수익 내는 ETF 투자 노하우,74,"월 30,700원",부업/창업/재테크,김태현 작가
1021,운동・포스트 화이버 오트밀,101원에 배워요! 포스트 화이버 오트밀과 함께 건강하고 가벼운 모닝 루틴 만들기,71,101원,운동,포스트 화이버 오트밀
1022,디지털기기/ACC・클래스101,알루미늄 메탈 폴딩 맥북 노트북 접이식 거치대 스탠드 2종,68,"25,900원",디지털기기/ACC,클래스101
1023,헬스/뷰티/ACC・클래스101,"K4 카르마 요가매트 6mm 2종, 32%할인",71,"29,900원",헬스/뷰티/ACC,클래스101
1024,헬스/뷰티/ACC・센스홍,센스홍 네일의 입문자 도구 패키지,73,"월 22,000원",헬스/뷰티/ACC,센스홍
1025,인테리어/소품・클래스101,마크라메 수염 틸란드시아 만들기 DIY 키트,69,"17,300원",인테리어/소품,클래스101
1026,EASY DIY・허바솝,DIY 클렌징오일 만들기 세트 살구씨 호호바 대용량 키트,68,"22,000원",EASY DIY,허바솝
1027,푸드/키친・프리미엄 엔게티,엔게티 과일수제청 세트 ,66,"23,900원",푸드/키친,프리미엄 엔게티
1028,문구/도서・클래스101,책 <누누 - 네가 있어 행복해> + 수채화 재료 추천,74,"17,100원",문구/도서,클래스101
1029,인테리어/소품・빈티지걸,마스킹 테이프 & 스티커 & 카드  ,61,"17,000원",인테리어/소품,빈티지걸
1030,디지털기기/ACC・클래스101,유튜브 클래스의 1인 미디어 키트,69,"월 24,000원",디지털기기/ACC,클래스101
1031,EASY DIY・이본느모건 ,DIY 레옹 입체자수 키트,65,"21,000원",EASY DIY,이본느모건 
1032,푸드/키친・클래스101,"집으로 도착하는 달달함, 널 담은 마카롱 8구 세트 2종",65,"16,900원",푸드/키친,클래스101
1033,푸드/키친・하얀술,내 손으로 만드는  하얀술 막걸리 ,61,"29,000원",푸드/키친,하얀술
1034,디지털기기/ACC・클래스101,미디 음악의 필수장비 마스터 키보드 - 입문 장비부터 고급 장비까지,58,"월 41,400원",디지털기기/ACC,클래스101
1035,EASY DIY・스티쳐,DIY 클러치백 가죽공예 만들기 키트(리얼레더),65,"41,500원",EASY DIY,스티쳐
1036,악기/음악・클래스101,25현 가야금 (보급형/고급형),64,"월 285,000원",악기/음악,클래스101
1037,EASY DIY・리얼브릭,DIY 블랙에디션 미니어처 미니벽돌 벽난로&보관함 풀세트 만들기 키트,55,"34,900원",EASY DIY,리얼브릭
1038,푸드/키친・울랄라1537,1537 글래스컵 라지 4종,56,"17,500원",푸드/키친,울랄라1537
1039,EASY DIY・크리에이터스 랩,DIY 슈가클레이로 만드는 플라워머핀 키트,65,"32,900원",EASY DIY,크리에이터스 랩
1040,푸드/키친・클래스101,우리집 식탁에 가져다 놓고 싶은 식기 모음전,63,"16,900원",푸드/키친,클래스101
1041,악기/음악・Goodhertz,Goodhertz 플러그인 2종 패키지 - 믹싱&마스터링편,63,"월 35,400원",악기/음악,Goodhertz
1042,EASY DIY・셀레네,DIY 벌레안녕! 레이스 리본 포인트 시나몬 가랜드 키트,56,"12,600원",EASY DIY,셀레네
1043,푸드/키친・진진의 소소한 작업실,라탄 티코스터 1+1,55,"14,000원",푸드/키친,진진의 소소한 작업실
1044,부업/창업/재테크・해안선,부동산 전문가 해안선의 분양권 투자로 내 집 마련하는 법,54,"월 47,520원",부업/창업/재테크,해안선
1045,굿즈・클래스101,소소한 일상을 그리는 덕규의 썸머 쿼카 스티커팩,53,"9,900원",굿즈,클래스101
1046,자기계발・직관력 퍼실리테이터 국수미,"인생은 타이밍, 성공을 부르는 직관력의 기술!",54,"월 47,520원",자기계발,직관력 퍼실리테이터 국수미
1047,EASY DIY・슬로우모먼츠,DIY 하비스트 복조리백 코바늘 키트,46,"33,000원",EASY DIY,슬로우모먼츠
1048,EASY DIY・슬로우모먼츠,DIY 레트로 플라워 블랭킷 키트,47,"134,400원",EASY DIY,슬로우모먼츠
1049,굿즈・woven on looms,위빙실 세트 4종(Pink/Green/Mix/Color spray),50,"8,500원",굿즈,woven on looms
1050,푸드/키친・클래스101,러블리한 파스텔 디저트 접시 벨라 시리즈,50,"8,600원",푸드/키친,클래스101
1051,푸드/키친・클래스101,라베느 결정유 항아리 머그잔 2P 2종,46,"17,900원",푸드/키친,클래스101
1052,EASY DIY・스티쳐,DIY 스퀘어백 가죽공예 가방 만들기 키트(리얼레더/L사이즈),46,"101,500원",EASY DIY,스티쳐
1053,인테리어/소품・클래스101,맑은 투명 패턴 입체별 썬캐쳐,45,"62,500원",인테리어/소품,클래스101
1054,직무・도그냥,"기획하는 개발자, 초급 개발자를 위한 사이드 프로젝트 기획!",51,"월 47,520원",직무,도그냥
1055,EASY DIY・야화,DIY 우드링 자개모빌 - 화이트 원형,45,"32,500원",EASY DIY,야화
1056,EASY DIY・코코유리소,DIY 유리공예 조각 모자이크 캔들홀더 만들기 키트,52,"18,500원",EASY DIY,코코유리소
1057,EASY DIY・하루취미,DIY 호두나무 우드카빙 젓가락 키트,55,"14,900원",EASY DIY,하루취미
1058,디지털기기/ACC・부라더미싱,"레트로 감성, LCD 전문가용 C50PK 미싱기",45,"월 78,000원",디지털기기/ACC,부라더미싱
1059,EASY DIY・쌀이공방,DIY 반려견 니들펠트 키트 (커스텀ver.),50,"27,500원",EASY DIY,쌀이공방
1060,EASY DIY・허니멜로공방,DIY 아보카도 코바늘 수세미 만들기 키트,50,"18,900원",EASY DIY,허니멜로공방
1061,푸드/키친・클래스101,라베느 파스텔 컬러 플레이팅 식기 세트 5종,52,"21,900원",푸드/키친,클래스101
1062,EASY DIY・하하포포네숲,DIY 미니 조개 리스 만들기 키트,44,"11,900원",EASY DIY,하하포포네숲
1063,악기/음악・클래스101,인기 비일라 VERO 통기타+캔버스 긱백 세트 14% 할인,45,"월 45,800원",악기/음악,클래스101
1064,악기/음악・클래스101,"입문자용 인기 헥스 기타 4종, 기본 악세서리 8종 증정",53,"월 38,220원",악기/음악,클래스101
1065,헬스/뷰티/ACC・센스홍,센스홍 네일의 블링블링 네일 아트 패키지 ,50,"월 11,100원",헬스/뷰티/ACC,센스홍
1066,인테리어/소품・클래스101,1537 글래스컵 4종,53,"14,800원",인테리어/소품,클래스101
1067,공예재료・클래스101,만드는 재미를 더해줄 인형실 16색 세트,55,"42,500원",공예재료,클래스101
1068,굿즈・성립,선과 여백으로 채우는 2020년 캘린더와 엽서,45,"12,350원",굿즈,성립
1069,문구/도서・클래스101,꽁냥꽁냥 커플 백문 백답,41,"11,500원",문구/도서,클래스101
1070,굿즈・키츠 (kits.),캘린더 + 스티커 + 포스터 + 엽서 세트 ,46,"21,000원",굿즈,키츠 (kits.)
1071,EASY DIY・러브피어리,DIY 플라밍고와 틸란드시아 테라리움 키트,38,"32,500원",EASY DIY,러브피어리
1072,EASY DIY・블리소이,DIY 미니하트 망주머니 3색 석고방향제 만들기 키트,40,"18,210원",EASY DIY,블리소이
1073,굿즈・클래스101,따뜻한 일상을 그리는 달콩의 썸머 트윙클 스티커팩,34,"11,700원",굿즈,클래스101
1074,EASY DIY・슬로우모먼츠,DIY 꽃분이 복조리백 - 큰 복주머니 코바늘 키트,35,"49,320원",EASY DIY,슬로우모먼츠
1075,EASY DIY・핸드크래프트,DIY 내손으로 만드는 북유럽 하우스 무드등 키트,36,"32,900원",EASY DIY,핸드크래프트
1076,EASY DIY・라온아르떼,DIY 마크라메 미니행잉 만들기 키트,45,"18,000원",EASY DIY,라온아르떼
1077,EASY DIY・블리소이,DIY 제주바다 젤캔들 만들기 키트 (2개 완성),40,"27,900원",EASY DIY,블리소이
1078,EASY DIY・이본느모건 ,DIY 포시즌가든 투명자수 키트 - 치자꽃 Gardenia,43,"22,500원",EASY DIY,이본느모건 
1079,미술재료・(주)신한 커머스,ZIG 입점! 동글동글 펜촉 DOT 트윈마카 시리즈,42,"11,200원",미술재료,(주)신한 커머스
1080,EASY DIY・Seoul Pound and Pie,DIY 달콤한 스윗 쿠키 데코 키트,34,"29,000원",EASY DIY,Seoul Pound and Pie
1081,푸드/키친・라르고팩토리,크리에이터 라르고팩토리님의 어버이날 수제 앙금 떡 케이크(한정수량),43,"60,000원",푸드/키친,라르고팩토리
1082,푸드/키친・클래스101,홈파티를 더 풍성하게 해줄 오덴세 플레이트,33,"12,000원",푸드/키친,클래스101
1083,EASY DIY・이본느모건 ,DIY 보태니컬 알파벳 가랜드 키트,39,"25,900원",EASY DIY,이본느모건 
1084,EASY DIY・이본느모건 ,DIY 트럼프킹캣 자수 가랜드 키트,44,"24,900원",EASY DIY,이본느모건 
1085,인테리어/소품・클래스101,슬크리에이터의 식탁을 밝혀주는 차분한 조개 마들렌 조명,40,"237,500원",인테리어/소품,클래스101
1086,굿즈・오키프,탄생석 비누 12SET / 100g,34,"월 29,400원",굿즈,오키프
1087,굿즈・오키프,탄생석 비누 12SET / 60g,37,"월 17,400원",굿즈,오키프
1088,푸드/키친・클래스101,심플한 매력의 클리어 내열 유리컵,41,"6,200원",푸드/키친,클래스101
1089,직무・카카오싱크,회원가입률 100% 증가! 쉽게 따라 하는 ‘카카오싱크’,39,101원,직무,카카오싱크
1090,미술재료・클래스101,초보자도 손쉽게 다룰수 있는 마카패키지!,34,"34,200원",미술재료,클래스101
1091,EASY DIY・하루취미,DIY 호두나무 우드카빙 버터나이프 & 젓가락 키트,40,"34,900원",EASY DIY,하루취미
1092,부업/창업/재테크・스킨쓰담,"피부관리사가 되는 첫걸음, 피부국가자격증 실기 합격!",38,"월 47,520원",부업/창업/재테크,스킨쓰담
1093,EASY DIY・야화,DIY 스틱 원형 홀로그램 모빌 키트,43,"21,900원",EASY DIY,야화
1094,EASY DIY・슬로우모먼츠,DIY 헤링본 라탄백 코바늘 키트 (동영상 포함),38,"39,000원",EASY DIY,슬로우모먼츠
1095,EASY DIY・하하포포네숲,DIY 빙글빙글 시나몬 계피 갈란드 키트,40,"12,900원",EASY DIY,하하포포네숲
1096,EASY DIY・소크아트,DIY 마카롱 버블바 배쓰밤 입욕제 만들기 키트,35,"29,000원",EASY DIY,소크아트
1097,EASY DIY・쌀이공방,DIY 반려묘 니들펠트 키트 (커스텀ver.),40,"28,500원",EASY DIY,쌀이공방
1098,EASY DIY・리얼브릭,DIY 오리지널 미니어처 미니벽돌 바베큐 그릴 만들기 키트,42,"19,900원",EASY DIY,리얼브릭
1099,헬스/뷰티/ACC・테이(김태현),유빈의 셀프뷰티 키트 자기관리 플래너,34,"26,000원",헬스/뷰티/ACC,테이(김태현)
1100,푸드/키친・키친에이드,키친에이드 100주년 베이킹 세트,34,"월 11,340원",푸드/키친,키친에이드
1101,EASY DIY・올리브쪽방,DIY 나만의 지우개스탬프 만들기 키트 - 보태니컬 type,33,"32,800원",EASY DIY,올리브쪽방
1102,디지털기기/ACC・유닉스,유닉스 고데기/드라이기/슈가롤 11종 모음전,44,"9,900원",디지털기기/ACC,유닉스
1103,EASY DIY・허니멜로공방,DIY 와플 수세미+미니퐁퐁 10색 키트,34,"23,900원",EASY DIY,허니멜로공방
1104,악기/음악・Goodhertz,Goodhertz 플러그인 3종 패키지 _프로듀싱편,36,"월 66,000원",악기/음악,Goodhertz
1105,EASY DIY・이본느모건 ,DIY 백일 자수 가랜드 키트,38,"24,900원",EASY DIY,이본느모건 
1106,EASY DIY・이본느모건 ,DIY 돼냥이 세마리 자수가랜드 키트,42,"17,500원",EASY DIY,이본느모건 
1107,굿즈・클래스101,노란달 썬캐쳐,41,"22,500원",굿즈,클래스101
1108,기타・클래스101,유니버셜 웨이트 타로카드 +  스웨이드 타로 주머니,44,"15,000원",기타,클래스101
1109,굿즈・오키프,촉촉한 버터 비누,34,"18,000원",굿즈,오키프
1110,굿즈・오키프,촉촉한 멘톨 쿨링 비누,34,"20,500원",굿즈,오키프
1111,디지털기기/ACC・울랄라1537,"노트북&아이패드 파우치_해피 트래블러 (11,13,15인치)",36,"37,000원",디지털기기/ACC,울랄라1537
1112,푸드/키친・클래스101,우리집으로 카페 소환_ 스몰세트,44,"27,600원",푸드/키친,클래스101
1113,공예재료・클래스101,뜨개실 보관은 여기에! 레이스가 더해진 해초 바구니,42,"16,800원",공예재료,클래스101
1114,EASY DIY・허바솝,DIY 칼라 머핀 비누만들기 키트 (8가지 색상),37,"28,900원",EASY DIY,허바솝
1115,굿즈・전은솔,한정판 굿즈 엽서10종과 그립톡,40,"19,900원",굿즈,전은솔
1116,인테리어/소품・앙스,영화 일러스트 엽서 편지지 12종 세트 (각 1종씩),26,"12,500원",인테리어/소품,앙스
1117,EASY DIY・라온아르떼,DIY 구름 속 무지개 타피스트리 만들기 키트,33,"16,500원",EASY DIY,라온아르떼
1118,푸드/키친・클래스101,로맨틱러브 수제초콜릿 15구,26,"15,900원",푸드/키친,클래스101
1119,인테리어/소품・클래스101,2020년 영화 일러스트 우드 클립보드 벽걸이 탁상달력,31,"25,900원",인테리어/소품,클래스101
1120,디지털기기/ACC・SINGER,프리미엄 상품! 최고급 디지털의 SINGER 7640 미싱기,27,"월 79,000원",디지털기기/ACC,SINGER
1121,EASY DIY・슬로우모먼츠,DIY 로코코 미니 스탠드 키트 - 라탄/코바늘 단스탠드 조명 전등갓 만들기,23,"43,200원",EASY DIY,슬로우모먼츠
1122,EASY DIY・야화,DIY 우드링 자개모빌 키트 - 컬러 원형,32,"47,000원",EASY DIY,야화
1123,미술재료・(주)신한 커머스,캘리그라피 작가들이 사랑하는 ZIG 마카!,24,"10,976원",미술재료,(주)신한 커머스
1124,푸드/키친・클래스101,박준우 셰프의 디지털 베이킹 오븐 키트,34,"월 59,800원",푸드/키친,클래스101
1125,인테리어/소품・진진의 소소한 작업실,라탄 벽걸이 거울 시리즈,32,"48,000원",인테리어/소품,진진의 소소한 작업실
1126,문구/도서・북센스,스티커 컬러링 세트(5종),28,"63,700원",문구/도서,북센스
1127,푸드/키친・클래스101,에라토 홈카페 하스 식기 시리즈 (머그/접시/볼),33,"9,300원",푸드/키친,클래스101
1128,디지털기기/ACC・클래스101,김규삼 웹툰 클래스의 원고 제작 워크북,29,"20,000원",디지털기기/ACC,클래스101
1129,EASY DIY・허니멜로공방,DIY 삼각 수세미+미니퐁퐁 10색 키트,27,"24,900원",EASY DIY,허니멜로공방
1130,EASY DIY・허니멜로공방,DIY 나뭇잎 수세미+미니퐁퐁 10색 키트,27,"23,900원",EASY DIY,허니멜로공방
1131,악기/음악・클래스101,입문자용 품절대란 비일라 VERO 통기타 6종 외,33,"69,000원",악기/음악,클래스101
1132,미술재료・클래스101,"오일파스텔 키트, 펜텔 오일 파스텔지50색 + 켄트지",26,"월 13,400원",미술재료,클래스101
1133,굿즈・오키프,인기 비누 SOAP4,23,"35,000원",굿즈,오키프
1134,푸드/키친・클래스101,1537 테이블 매트 Ver.2 2종 세트,27,"16,000원",푸드/키친,클래스101
1135,인테리어/소품・슬seul,무드 있는 앤틱 조명,24,"200,000원",인테리어/소품,슬seul
1136,인테리어/소품・클래스101,직접 만든 쥬얼리를 더욱 돋보이게 해줄 클래식 메탈 트레이,34,"8,200원",인테리어/소품,클래스101
1137,디지털기기/ACC・클래스101,썬데이닥터 좌욕방석 솔라히팅시트,29,"월 39,000원",디지털기기/ACC,클래스101
1138,미술재료・클래스101,"부드러운 필감, 오일파스텔 패키지!",30,"월 19,880원",미술재료,클래스101
1139,미술재료・클래스101,"감성을 담은 텍스처, 색연필 패키지!",22,"월 16,580원",미술재료,클래스101
1140,푸드/키친・클래스101,홈캉스 홈탠딩 조주기능사/칵테일잔/아이스메이커 세트 ,30,"7,900원",푸드/키친,클래스101
1141,EASY DIY・하루취미,DIY 베지터블 가죽지갑 & 키링 키트,33,"44,900원",EASY DIY,하루취미
1142,EASY DIY・슬로우모먼츠,DIY 꽃분이 복조리 파우치 - 작은 복주머니 코바늘 키트,25,"38,880원",EASY DIY,슬로우모먼츠
1143,EASY DIY・셀레네,"DIY 우리집 천연 습도계, 스칸디아모스 디자인 캔버스 액자 키트",23,"17,500원",EASY DIY,셀레네
1144,EASY DIY・슬로우모먼츠,DIY 라탄 코스터 컵받침 만들기 키트 (동영상 강의),26,"24,600원",EASY DIY,슬로우모먼츠
1145,EASY DIY・야화,DIY 스틱 원형/사각 자개모빌 키트,32,"32,000원",EASY DIY,야화
1146,EASY DIY・야화,DIY 스틱 컬러원형 자개모빌 키트,27,"44,800원",EASY DIY,야화
1147,EASY DIY・슬로우모먼츠,DIY 레이니데이 플로피햇 코바늘 키트 (동영상 포함),31,"28,200원",EASY DIY,슬로우모먼츠
1148,EASY DIY・슬로우모먼츠,DIY 하비스트 실내용 슬리퍼 코바늘 키트 - 단색 (동영상 포함),28,"28,200원",EASY DIY,슬로우모먼츠
1149,EASY DIY・핸드크래프트," DIY 시들지 않는 플랜테리어, 선인장 만들기 키트",22,"32,000원",EASY DIY,핸드크래프트
1150,EASY DIY・더베러라이프,DIY 네온사인 1종 미니 키트,31,"15,400원",EASY DIY,더베러라이프
1151,EASY DIY・더베러라이프,DIY 프레임 타입 네온사인 만들기 키트,27,"52,400원",EASY DIY,더베러라이프
1152,EASY DIY・하하포포네숲,DIY 압화 플라워 자수 수틀액자 만들기 키트,31,"20,900원",EASY DIY,하하포포네숲
1153,EASY DIY・이본느모건 ,DIY 프랑스자수 투명자수액자 키트 - 민들레 홀씨 Dandelion ,25,"19,500원",EASY DIY,이본느모건 
1154,EASY DIY・Seoul Pound and Pie,DIY 패셔니스타 쿠키 데코 키트,23,"29,000원",EASY DIY,Seoul Pound and Pie
1155,EASY DIY・아기신발한땀,DIY 스트랩 베이비슈즈 가죽신발 키트,23,"42,000원",EASY DIY,아기신발한땀
1156,푸드/키친・디얼리빙,304 스테인리스 그라인더 1P 4종,33,"7,900원",푸드/키친,디얼리빙
1157,시그니처・클래스101,"미디 음악의 필수 DAW - CUBASE, Pro tools, Ableton",33,"월 83,200원",시그니처,클래스101
1158,인테리어/소품・클래스101,북유럽 대형 몽틀 인테리어 벽시계 색상 4종,28,"43,900원",인테리어/소품,클래스101
1159,EASY DIY・허니멜로공방,DIY 햄버거 수세미 키트,25,"26,400원",EASY DIY,허니멜로공방
1160,EASY DIY・허니멜로공방,DIY 사각꽃 수세미+미니퐁퐁 10색 키트,28,"23,900원",EASY DIY,허니멜로공방
1161,EASY DIY・허니멜로공방,DIY 코바늘 삼베 나뭇잎 수세미 만들기 키트,27,"14,900원",EASY DIY,허니멜로공방
1162,EASY DIY・클래스101,DIY 블록가든 토끼선인장 키트,23,"18,000원",EASY DIY,클래스101
1163,헬스/뷰티/ACC・클래스101," 대만산 필라테스링 단계별 2종, 최대38%할인",27,"21,500원",헬스/뷰티/ACC,클래스101
1164,헬스/뷰티/ACC・클래스101,"스튜디오 돔볼 튜빙키트 3종, 29%할인",27,"93,900원",헬스/뷰티/ACC,클래스101
1165,굿즈・클래스101,슬크리에이터의  식탁을 밝혀주는 심플&모던 비정형 썬캐쳐 (3조각),28,"35,000원",굿즈,클래스101
1166,굿즈・오키프,약산성 비누_For woman,29,"12,000원",굿즈,오키프
1167,굿즈・오키프,약산성 비누_For hair,23,"12,000원",굿즈,오키프
1168,문구/도서・울랄라1537,넘버4 다이어리 2종,30,"11,000원",문구/도서,울랄라1537
1169,인테리어/소품・스몰굿띵스,폴리곤모빌 A Colorful,22,"14,000원",인테리어/소품,스몰굿띵스
1170,악기/음악・클래스101,"동양국악기 해금 취미용, 단독상품",25,"월 140,000원",악기/음악,클래스101
1171,푸드/키친・클래스101,우리집으로 카페 소환_ 라지세트,31,"31,300원",푸드/키친,클래스101
1172,EASY DIY・크리에이터스 랩,DIY 카우토이 우유클레이 만들기 키트,27,"23,000원",EASY DIY,크리에이터스 랩
1173,푸드/키친・클래스101,아미띠에 수제초콜릿 4구 3종 세트,13,"13,900원",푸드/키친,클래스101
1174,문구/도서・클래스101,꽁냥꽁냥 러브 책편지,15,"13,500원",문구/도서,클래스101
1175,문구/도서・클래스101,널 담은 문답,14,"9,900원",문구/도서,클래스101
1176,굿즈・클래스101,센티멘탈 감성이 묻어나는 약국의 스티커팩,14,"11,000원",굿즈,클래스101
1177,굿즈・클래스101,몽환적이고 영롱한 둡의 스티커팩,14,"11,000원",굿즈,클래스101
1178,푸드/키친・디얼리빙,"홈카페 아이스큐브, 아이스볼 ",14,"9,900원",푸드/키친,디얼리빙
1179,EASY DIY・러브피어리,DIY 숲 속 선녀와 나무꾼 테라리움 키트(피규어 선택),14,"51,900원",EASY DIY,러브피어리
1180,EASY DIY・다온향기,DIY 라탄 합판 바구니 만들기 키트,23,"32,900원",EASY DIY,다온향기
1181,EASY DIY・아기신발한땀,DIY 스웨이드 아기부츠 가죽신발 키트,17,"46,000원",EASY DIY,아기신발한땀
1182,인테리어/소품・진진의 소소한 작업실,라탄 핀쿠션,23,"14,000원",인테리어/소품,진진의 소소한 작업실
1183,푸드/키친・클래스101,코요 고급스러운 무드의 식기 스토리아 시리즈,22,"20,100원",푸드/키친,클래스101
1184,인테리어/소품・클래스101,어버이날 생일 특별한 케이크 토퍼 10종,15,"7,900원",인테리어/소품,클래스101
1185,푸드/키친・클래스101,가벼운 칼로리 오뚜기 컵누들 15개입 5종/곤누들 6개입,12,"14,700원",푸드/키친,클래스101
1186,굿즈・핀즐,Strange Happening by SHINMORAE,12,"53,100원",굿즈,핀즐
1187,악기/음악・클래스101,풍부한 사운드를 위한 비일라 V1 통기타 4종 외,16,"69,000원",악기/음악,클래스101
1188,헬스/뷰티/ACC・클래스101,"써모밴드 LTX 천연라텍스 소재 4종, 최대26%할인",15,"7,000원",헬스/뷰티/ACC,클래스101
1189,헬스/뷰티/ACC・클래스101,"바른다리 벨트 (4개세트), 38%할인",19,"39,000원",헬스/뷰티/ACC,클래스101
1190,문구/도서・써드트립,데일리 데코 스티커,16,"4,600원",문구/도서,써드트립
1191,인테리어/소품・울랄라1537,1537 트래블러 롤 파우치 Ver.5 3종,15,"22,000원",인테리어/소품,울랄라1537
1192,인테리어/소품・울랄라1537,"노트북&아이패드 파우치_미아우! 미아우! (11,13,15인치)",12,"37,000원",인테리어/소품,울랄라1537
1193,악기/음악・클래스101,동양국악기 해금 일반용,17,"월 100,000원",악기/음악,클래스101
1194,문구/도서・클래스101,꽁냥꽁냥 우정문답,19,"8,900원",문구/도서,클래스101
1195,푸드/키친・위즈웰,위즈웰 프리미엄 디지털 베이킹 오븐 ,15,"월 59,800원",푸드/키친,위즈웰
1196,굿즈・클래스101,즐거운 상상이 담긴 상상주아의 썸머 이매진 스티커팩,12,"13,500원",굿즈,클래스101
1197,푸드/키친・테라누보,홈카페 커피 그라인더/미니 프렌치프레스 커피메이커,12,"15,500원",푸드/키친,테라누보
1198,EASY DIY・슬코,DIY 푸어링 플루이드 아트 초보 키트,16,"19,500원",EASY DIY,슬코
1199,EASY DIY・파운드앤파이,DIY 썸머스페셜 쿠키 데코 키트,18,"29,000원",EASY DIY,파운드앤파이
1200,디지털기기/ACC・클래스101,홈캉스 LG 시네빔 미니빔 2종,14,"월 91,800원",디지털기기/ACC,클래스101
1201,인테리어/소품・디얼리빙,홈캉스 프리미엄 호텔가운 3종,13,"26,900원",인테리어/소품,디얼리빙
1202,EASY DIY・야화,DIY 우드링 자개모빌 키트 - 화이트 사각,22,"39,000원",EASY DIY,야화
1203,EASY DIY・러브피어리,DIY 바다 속 친구들 피규어 테라리움 키트,14,"19,900원",EASY DIY,러브피어리
1204,EASY DIY・러브피어리,DIY 동물피규어 대나무숲 테라리움 키트,19,"32,500원",EASY DIY,러브피어리
1205,EASY DIY・러브피어리,DIY 플라밍고와 춤을 틸란드시아 테라리움(L) 키트,15,"47,500원",EASY DIY,러브피어리
1206,EASY DIY・슬로우모먼츠,DIY 하비스트 복조리백 MINI 코바늘 키트 (동영상 포함),21,"26,520원",EASY DIY,슬로우모먼츠
1207,EASY DIY・슬로우모먼츠,DIY 하비스트 실내용 슬리퍼 코바늘 키트 - 스트라이프 (동영상 포함),14,"28,200원",EASY DIY,슬로우모먼츠
1208,EASY DIY・슬로우모먼츠,DIY 아이리스 플로피햇 코바늘 키트,18,"32,400원",EASY DIY,슬로우모먼츠
1209,EASY DIY・다온향기,DIY 라탄 벽걸이 화분 만들기 키트,18,"28,400원",EASY DIY,다온향기
1210,EASY DIY・더베러라이프,DIY 네온사인 2종 풀 키트,18,"32,400원",EASY DIY,더베러라이프
1211,EASY DIY・더베러라이프,DIY 캔 네온사인 만들기 키트,12,"17,500원",EASY DIY,더베러라이프
1212,EASY DIY・이본느모건 ,DIY 프랑스자수 투명자수액자 키트 - 고무나무 Rubber tree,12,"20,500원",EASY DIY,이본느모건 
1213,인테리어/소품・일레갈로,감성 사진 엽서 16종,12,"5,500원",인테리어/소품,일레갈로
1214,EASY DIY・아기신발한땀,DIY 태슬모카신 가죽신발 키트,18,"48,000원",EASY DIY,아기신발한땀
1215,EASY DIY・아기신발한땀,DIY 폼폼이 베이비슈즈 가죽신발 키트,14,"42,000원",EASY DIY,아기신발한땀
1216,악기/음악・클래스101,필수 드럼 키트 연습패드 8인치/ 스틱-VATER VHPYJW		,15,"15,500원",악기/음악,클래스101
1217,인테리어/소품・까사마루,매직 스탠드형 타공판 세트 1200,15,"월 27,800원",인테리어/소품,까사마루
1218,기타・클래스101,마술사의 키트 (클래스 필수 준비물),13,"월 15,000원",기타,클래스101
1219,헬스/뷰티/ACC・클래스101,유빈의 셀프뷰티 키트 짐볼 매트,13,"8,000원",헬스/뷰티/ACC,클래스101
1220,EASY DIY・허바솝,DIY 어성초 비누 만들기 키트(4개 완성),14,"15,900원",EASY DIY,허바솝
1221,인테리어/소품・클래스101,스페인 인형 파올라 레이나 ,19,"35,000원",인테리어/소품,클래스101
1222,EASY DIY・오운유,DIY 업사이클링 패브릭 드로잉 악어 쿠션 만들기 키트,13,"30,500원",EASY DIY,오운유
1223,푸드/키친・클래스101,코요 심플한 데일리 식기 도브 시리즈 7종,18,"28,900원",푸드/키친,클래스101
1224,악기/음악・Goodhertz,사운드를 더 멋지게 믹싱&마스터링 하고 싶다면! Goodhertz  플러그인 ,19,"월 43,800원",악기/음악,Goodhertz
1225,인테리어/소품・토크어바웃,어버이날 행잉 카네이션 꽃다발 2종,12,"19,800원",인테리어/소품,토크어바웃
1226,인테리어/소품・토크어바웃,어버이날 카네이션 플라워 원형 박스 2종,11,"30,000원",인테리어/소품,토크어바웃
1227,푸드/키친・클래스101,휘작 핸드메이드 고급 식기 세트 5종,21,"23,900원",푸드/키친,클래스101
1228,굿즈・핀즐,Day Off(night) by SHINMORAE,16,"53,100원",굿즈,핀즐
1229,굿즈・핀즐,Young and Beautiful by SHINMORAE,12,"53,100원",굿즈,핀즐
1230,굿즈・핀즐,Don't worry be unhappy by SHINMORAE,13,"53,100원",굿즈,핀즐
1231,푸드/키친・허닭,허닭 닭가슴살/볶음밥/도시락 최대 4팩 3900원 43종,21,"3,900원",푸드/키친,허닭
1232,푸드/키친・테라누보,커피를 즐길 수 있는 테라누보 브랜드 모음전,21,"12,500원",푸드/키친,테라누보
1233,EASY DIY・허니멜로공방,DIY 핫도그 수세미 만들기 키트,21,"14,900원",EASY DIY,허니멜로공방
